"SNR","prop_relevant","TPR_lasso","TPR_selinf","FDR_lasso","FDR_selinf","num_sel_lasso","num_sel_selinf"
2,0.05,0.833333333333333,0.666666666666667,0.583333333333333,0.2,12,5
2,0.05,0.833333333333333,0.5,0.545454545454545,0,11,3
2,0.05,1,1,0.4,0,10,6
2,0.05,1,1,0.454545454545455,0.142857142857143,11,7
2,0.05,0.833333333333333,0.833333333333333,0.285714285714286,0,7,5
2,0.05,0.833333333333333,0.833333333333333,0.5,0.166666666666667,10,6
2,0.05,0.666666666666667,0.666666666666667,0.6,0,10,4
2,0.05,1,1,0.6,0,15,6
2,0.05,1,1,0.142857142857143,0.142857142857143,7,7
2,0.05,0.833333333333333,0.833333333333333,0.375,0,8,5
2,0.05,1,0.333333333333333,0.571428571428571,0,14,2
2,0.05,0.833333333333333,0.833333333333333,0.444444444444444,0,9,5
2,0.05,0.833333333333333,0.833333333333333,0.375,0,8,5
2,0.05,0.833333333333333,0.833333333333333,0.166666666666667,0.166666666666667,6,6
2,0.05,1,1,0.6,0,15,6
2,0.05,0.666666666666667,0.666666666666667,0.333333333333333,0,6,4
2,0.05,0.833333333333333,0.833333333333333,0.444444444444444,0.285714285714286,9,7
2,0.05,0.833333333333333,0.833333333333333,0.444444444444444,0,9,5
2,0.05,0.666666666666667,0.5,0.333333333333333,0.25,6,4
2,0.05,0.833333333333333,0.666666666666667,0.444444444444444,0.333333333333333,9,6
2,0.05,0.833333333333333,0.666666666666667,0.5,0,10,4
2,0.05,1,0.833333333333333,0.454545454545455,0,11,5
2,0.05,1,1,0.538461538461538,0,13,6
2,0.05,0.833333333333333,0.833333333333333,0.285714285714286,0,7,5
2,0.05,0.666666666666667,0.666666666666667,0.2,0.2,5,5
2,0.05,0.666666666666667,0.5,0.692307692307692,0,13,3
2,0.05,0.666666666666667,0.5,0.428571428571429,0,7,3
2,0.05,0.833333333333333,0.666666666666667,0.444444444444444,0.2,9,5
2,0.05,0.833333333333333,0.833333333333333,0.583333333333333,0,12,5
2,0.05,0.833333333333333,0.833333333333333,0.166666666666667,0,6,5
2,0.05,1,1,0.4,0,10,6
2,0.05,1,0.833333333333333,0.454545454545455,0,11,5
2,0.05,0.5,0.5,0.4,0,5,3
2,0.05,0.666666666666667,0.166666666666667,0.555555555555556,0.666666666666667,9,3
2,0.05,0.833333333333333,0.833333333333333,0.285714285714286,0,7,5
2,0.05,1,1,0.25,0,8,6
2,0.05,0.833333333333333,0.666666666666667,0.444444444444444,0.2,9,5
2,0.05,0.666666666666667,0.666666666666667,0.555555555555556,0.2,9,5
2,0.05,1,1,0.454545454545455,0.142857142857143,11,7
2,0.05,1,1,0.538461538461538,0.142857142857143,13,7
2,0.05,0.666666666666667,0.666666666666667,0,0,4,4
2,0.05,0.833333333333333,0.666666666666667,0.444444444444444,0,9,4
2,0.05,0.5,0,0.727272727272727,NA,11,0
2,0.05,0.833333333333333,0.833333333333333,0.375,0.166666666666667,8,6
2,0.05,0.833333333333333,0.833333333333333,0,0,5,5
2,0.05,1,0.833333333333333,0.5,0,12,5
2,0.05,1,1,0.25,0,8,6
2,0.05,1,1,0.142857142857143,0,7,6
2,0.05,0.833333333333333,0.833333333333333,0.5,0,10,5
2,0.05,0.666666666666667,0.5,0.2,0,5,3
2,0.1,0.818181818181818,0.0909090909090909,0.526315789473684,0,19,1
2,0.1,0.818181818181818,0.454545454545455,0.608695652173913,0.166666666666667,23,6
2,0.1,0.727272727272727,0.272727272727273,0.555555555555556,0,18,3
2,0.1,0.818181818181818,0.727272727272727,0.307692307692308,0.111111111111111,13,9
2,0.1,0.454545454545455,0.272727272727273,0.444444444444444,0,9,3
2,0.1,0.454545454545455,0.181818181818182,0.375,0,8,2
2,0.1,0.909090909090909,0.363636363636364,0.285714285714286,0,14,4
2,0.1,1,0.727272727272727,0.3125,0,16,8
2,0.1,0.818181818181818,0.545454545454545,0.55,0,20,6
2,0.1,0.636363636363636,0.181818181818182,0.5,0,14,2
2,0.1,0.909090909090909,0.545454545454545,0.5,0.333333333333333,20,9
2,0.1,0.818181818181818,0.545454545454545,0.4,0,15,6
2,0.1,0.454545454545455,0.454545454545455,0.166666666666667,0,6,5
2,0.1,0.636363636363636,0.545454545454545,0.416666666666667,0,12,6
2,0.1,0.545454545454545,0.545454545454545,0.4,0.142857142857143,10,7
2,0.1,0.545454545454545,0.272727272727273,0.5,0.25,12,4
2,0.1,0.363636363636364,0.181818181818182,0.2,0,5,2
2,0.1,0.727272727272727,0.363636363636364,0.428571428571429,0.2,14,5
2,0.1,0.545454545454545,0.454545454545455,0.5,0,12,5
2,0.1,0.363636363636364,0,0.692307692307692,NA,13,0
2,0.1,0.727272727272727,0.636363636363636,0.529411764705882,0.125,17,8
2,0.1,0.454545454545455,0.272727272727273,0.166666666666667,0,6,3
2,0.1,0.636363636363636,0.363636363636364,0.461538461538462,0,13,4
2,0.1,0.727272727272727,0.545454545454545,0.272727272727273,0,11,6
2,0.1,0.545454545454545,0.545454545454545,0.333333333333333,0,9,6
2,0.1,0.545454545454545,0.181818181818182,0.4,0,10,2
2,0.1,0.454545454545455,0.181818181818182,0.444444444444444,0,9,2
