"SNR","prop_relevant","TPR_lasso","TPR_selinf","FDR_lasso","FDR_selinf","num_sel_lasso","num_sel_selinf"
4,0.1,1,0.636363636363636,0.685714285714286,0.125,35,8
4,0.1,0.909090909090909,0.545454545454545,0.655172413793103,0,29,6
4,0.1,1,0.545454545454545,0.710526315789474,0.333333333333333,38,9
4,0.1,1,1,0.685714285714286,0,35,11
4,0.1,0.818181818181818,0.636363636363636,0.75,0.125,36,8
4,0.1,1,0.636363636363636,0.760869565217391,0.222222222222222,46,9
4,0.1,1,0.636363636363636,0.725,0,40,7
4,0.1,1,0.636363636363636,0.685714285714286,0.125,35,8
4,0.1,1,0.454545454545455,0.645161290322581,0.166666666666667,31,6
4,0.1,1,1,0.694444444444444,0.685714285714286,36,35
4,0.1,1,0.636363636363636,0.592592592592593,0.125,27,8
4,0.1,1,0.909090909090909,0.633333333333333,0.0909090909090909,30,11
4,0.1,1,0.181818181818182,0.784313725490196,0,51,2
4,0.1,1,0.545454545454545,0.744186046511628,0.333333333333333,43,9
4,0.1,1,1,0.710526315789474,0,38,11
4,0.1,1,0.818181818181818,0.607142857142857,0.1,28,10
4,0.1,1,1,0.717948717948718,0.3125,39,16
4,0.1,1,0.909090909090909,0.702702702702703,0,37,10
4,0.1,1,0.727272727272727,0.725,0.111111111111111,40,9
4,0.1,0.909090909090909,0.545454545454545,0.67741935483871,0,31,6
4,0.1,0.909090909090909,0.545454545454545,0.743589743589744,0.142857142857143,39,7
4,0.1,1,0.727272727272727,0.685714285714286,0,35,8
4,0.1,0.909090909090909,0.909090909090909,0.6875,0.285714285714286,32,14
4,0.1,1,1,0.633333333333333,0.0833333333333333,30,12
4,0.1,1,1,0.607142857142857,0.0833333333333333,28,12
4,0.1,1,0.727272727272727,0.710526315789474,0.6,38,20
4,0.1,1,0.0909090909090909,0.731707317073171,0.666666666666667,41,3
4,0.1,0.909090909090909,0.909090909090909,0.696969696969697,0,33,10
4,0.1,1,0.818181818181818,0.666666666666667,0,33,9
4,0.1,0.636363636363636,0.0909090909090909,0.5625,0.5,16,2
4,0.1,1,0.454545454545455,0.702702702702703,0.166666666666667,37,6
4,0.1,1,0.909090909090909,0.685714285714286,0.0909090909090909,35,11
4,0.1,1,0.909090909090909,0.738095238095238,0.285714285714286,42,14
4,0.1,0.909090909090909,0.818181818181818,0.72972972972973,0.181818181818182,37,11
4,0.1,1,0.818181818181818,0.694444444444444,0,36,9
4,0.1,1,0.545454545454545,0.592592592592593,0.142857142857143,27,7
4,0.1,1,1,0.645161290322581,0.0833333333333333,31,12
4,0.1,1,0.818181818181818,0.702702702702703,0.666666666666667,37,27
4,0.1,1,1,0.645161290322581,0,31,11
4,0.1,1,0.909090909090909,0.710526315789474,0.0909090909090909,38,11
4,0.1,1,1,0.775510204081633,0.607142857142857,49,28
