"SNR","prop_relevant","TPR_lasso","TPR_selinf","FDR_lasso","FDR_selinf","num_sel_lasso","num_sel_selinf"
4,0.2,0.952380952380952,0.666666666666667,0.473684210526316,0.176470588235294,38,17
4,0.2,1,0.619047619047619,0.618181818181818,0,55,13
4,0.2,0.904761904761905,0.285714285714286,0.40625,0.25,32,8
4,0.2,0.904761904761905,0.523809523809524,0.577777777777778,0.153846153846154,45,13
4,0.2,0.857142857142857,0.476190476190476,0.538461538461538,0.333333333333333,39,15
4,0.2,0.904761904761905,0.333333333333333,0.595744680851064,0.3,47,10
4,0.2,0.80952380952381,0.19047619047619,0.392857142857143,0,28,4
4,0.2,1,0.619047619047619,0.5625,0,48,13
4,0.2,0.904761904761905,0.428571428571429,0.486486486486487,0,37,9
4,0.2,0.904761904761905,0.523809523809524,0.512820512820513,0.0833333333333333,39,12
4,0.2,1,0.761904761904762,0.588235294117647,0.0588235294117647,51,17
4,0.2,0.761904761904762,0.142857142857143,0.58974358974359,0.25,39,4
4,0.2,0.904761904761905,0.0952380952380952,0.568181818181818,0.333333333333333,44,3
4,0.2,0.904761904761905,0.19047619047619,0.62,0.2,50,5
4,0.2,0.904761904761905,0.285714285714286,0.595744680851064,0.25,47,8
4,0.2,1,0.952380952380952,0.533333333333333,0.166666666666667,45,24
4,0.2,0.904761904761905,0.0476190476190476,0.604166666666667,0,48,1
4,0.2,0.904761904761905,0.476190476190476,0.58695652173913,0.333333333333333,46,15
4,0.2,0.857142857142857,0.476190476190476,0.571428571428571,0.0909090909090909,42,11
4,0.2,0.952380952380952,0.380952380952381,0.6,0.111111111111111,50,9
4,0.2,0.952380952380952,0.476190476190476,0.565217391304348,0.285714285714286,46,14
4,0.2,1,0.476190476190476,0.533333333333333,0.166666666666667,45,12
4,0.2,0.952380952380952,0.523809523809524,0.565217391304348,0.214285714285714,46,14
4,0.2,0.904761904761905,0.428571428571429,0.5,0.1,38,10
4,0.2,0.952380952380952,0.571428571428571,0.6,0,50,12
4,0.2,0.80952380952381,0.0952380952380952,0.433333333333333,0.5,30,4
4,0.2,0.857142857142857,0.571428571428571,0.653846153846154,0.142857142857143,52,14
4,0.2,1,1,0.5,0.0454545454545455,42,22
4,0.2,0.904761904761905,0.380952380952381,0.577777777777778,0.111111111111111,45,9
4,0.2,0.904761904761905,0.857142857142857,0.612244897959184,0.1,49,20
4,0.2,0.904761904761905,0.333333333333333,0.612244897959184,0.533333333333333,49,15
4,0.2,1,0.761904761904762,0.618181818181818,0.555555555555556,55,36
4,0.2,0.857142857142857,0.0476190476190476,0.485714285714286,0.5,35,2
4,0.2,0.80952380952381,0.19047619047619,0.595238095238095,0,42,4
4,0.2,0.952380952380952,0.285714285714286,0.51219512195122,0,41,6
4,0.2,0.80952380952381,0.285714285714286,0.575,0.25,40,8
4,0.2,0.761904761904762,0.428571428571429,0.567567567567568,0.625,37,24
4,0.2,0.952380952380952,0.428571428571429,0.642857142857143,0.357142857142857,56,14
4,0.2,0.952380952380952,0.285714285714286,0.661016949152542,0.4,59,10
4,0.2,0.904761904761905,0.333333333333333,0.577777777777778,0.222222222222222,45,9
4,0.2,0.80952380952381,0.523809523809524,0.585365853658537,0.266666666666667,41,15
4,0.2,1,0.761904761904762,0.48780487804878,0.0588235294117647,41,17
4,0.2,0.761904761904762,0.19047619047619,0.627906976744186,0.5,43,8
4,0.2,0.952380952380952,0.857142857142857,0.473684210526316,0.0526315789473684,38,19
4,0.2,0.952380952380952,0.476190476190476,0.534883720930233,0.230769230769231,43,13
4,0.2,1,0.904761904761905,0.571428571428571,0.136363636363636,49,22
4,0.2,0.714285714285714,0.428571428571429,0.594594594594595,0.1,37,10
4,0.2,0.952380952380952,0.428571428571429,0.591836734693878,0.181818181818182,49,11
4,0.2,0.904761904761905,0.666666666666667,0.5,0,38,14
4,0.2,0.904761904761905,0.142857142857143,0.627450980392157,0.4,51,5
4,0.3,0.838709677419355,0.0645161290322581,0.573770491803279,0.333333333333333,61,3
4,0.3,0.806451612903226,0.483870967741935,0.342105263157895,0.117647058823529,38,17
4,0.3,0.967741935483871,0.387096774193548,0.454545454545455,0.2,55,15
4,0.3,0.903225806451613,0.354838709677419,0.533333333333333,0.0833333333333333,60,12
4,0.3,0.838709677419355,0.161290322580645,0.422222222222222,0.444444444444444,45,9
4,0.3,0.903225806451613,0.290322580645161,0.582089552238806,0.4,67,15
4,0.3,0.903225806451613,0.483870967741935,0.525423728813559,0.375,59,24
4,0.3,0.709677419354839,0.193548387096774,0.371428571428571,0.25,35,8
4,0.3,0.806451612903226,0.387096774193548,0.509803921568627,0.142857142857143,51,14
4,0.3,0.806451612903226,0.387096774193548,0.418604651162791,0.368421052631579,43,19
4,0.3,0.903225806451613,0.483870967741935,0.508771929824561,0.210526315789474,57,19
4,0.3,0.870967741935484,0.354838709677419,0.509090909090909,0.214285714285714,55,14
4,0.3,0.838709677419355,0.258064516129032,0.5,0.2,52,10
4,0.3,0.935483870967742,0.193548387096774,0.452830188679245,0,53,6
4,0.3,0.903225806451613,0.741935483870968,0.540983606557377,0.549019607843137,61,51
4,0.3,0.774193548387097,0.032258064516129,0.52,0,50,1
4,0.3,0.774193548387097,0.129032258064516,0.538461538461538,0,52,4
4,0.3,0.870967741935484,0.354838709677419,0.448979591836735,0.352941176470588,49,17
